,Date,text,Compound,concern_ratio,close,Transformed_prev_Close_20,Transformed_prev_Close_19,Transformed_prev_Close_18,Transformed_prev_Close_17,Transformed_prev_Close_16,Transformed_prev_Close_15,Transformed_prev_Close_14,Transformed_prev_Close_13,Transformed_prev_Close_12,Transformed_prev_Close_11,Transformed_prev_Close_10,Transformed_prev_Close_9,Transformed_prev_Close_8,Transformed_prev_Close_7,Transformed_prev_Close_6,Transformed_prev_Close_5,Transformed_prev_Close_4,Transformed_prev_Close_3,Transformed_prev_Close_2,Transformed_prev_Close_1,Transformed_Close,Decayed_Compound,result
0,2006-01-31,"The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 4-1/2 percent. Although recent economic data have been uneven, the expansion in economic activity appears solid. Core inflation has stayed relatively low in recent months and longer-term inflation expectations remain contained. Nevertheless, possible increases in resource utilization as well as elevated energy prices have the potential to add to inflation pressures. The Committee judges that some further policy firming may be needed to keep the risks to the attainment of both sustainable economic growth and price stability roughly in balance. In any event, the Committee will respond to changes in economic prospects as needed to foster these objectives. Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; Timothy F. Geithner, Vice Chairman; Susan S. Bies; Roger W. Ferguson, Jr.; Jack Guynn; Donald L. Kohn; Jeffrey M. Lacker; Mark W. Olson; Sandra Pianalto; and Janet L. Yellen.",-0.4767,-1.0,1280.0799560546875,0.798556627191894,1.379115576775873,1.5110196426582116,1.511586318060441,1.8504098338641395,1.9834507058887554,1.9704275376509357,2.0975252286277803,1.867679612280861,1.9115520365619962,1.779081295277428,1.637550658232827,1.8388068094697114,1.1721961268545134,1.2381481597956827,1.324199892826902,1.2624944700646343,1.5214927715859994,1.8014407863007584,1.8430499643107947,1.6984060678917507,-0.4767,0
1,2006-02-01,,,,1282.4599609375,1.3665049924547623,1.499073032278033,1.4996425601905132,1.840171633617198,1.9738822019966025,1.9607934782030805,2.088530948963791,1.8575283440231471,1.9016216117350995,1.7684840439993488,1.6262409751262634,1.82851020233605,1.1585439588513482,1.2248279787629834,1.311312875911795,1.249296842612587,1.5095988804653944,1.7909560874240982,1.8327747162173036,1.6874027165567511,1.7551105562495868,-0.42903,1
2,2006-02-02,,,,1270.8399658203125,1.4853201083609178,1.485891814990556,1.8277235752897134,1.9619456506614164,1.9488068562278411,2.077032984020412,1.8451466834295407,1.8894086290180536,1.7557617462920232,1.6129745295238505,1.8160175334462678,1.1434883480617606,1.2100259361099568,1.2968416794301367,1.2345884050881928,1.4958862229611212,1.778319756050491,1.8202983611364856,1.6743702439213373,1.7423370985436288,1.4104997462150368,-0.38612700000000005,0
3,2006-02-03,,,,1264.030029296875,1.4761101112773398,1.8195883372955635,1.9544569062688208,1.9412548275617016,2.070098568894671,1.8370953655200744,1.8815705030484084,1.7472798971918067,1.6038049319905336,1.8078259121699318,1.1320574249492283,1.1989154977225853,1.286149397463125,1.2235962742071598,1.4861526582800755,1.769946559785006,1.812127358880556,1.665496364781667,1.7337905883297435,1.4003549093142555,1.2049438281696407,-0.34751430000000005,0
4,2006-02-06,,,,1265.02001953125,1.822043039223121,1.9584545183574853,1.945101406525747,2.0754191333781824,1.8397503496330516,1.884734287263081,1.748907383202274,1.603791049790759,1.810146050756425,1.126646703236497,1.1942696391697387,1.2825015036052945,1.219232766250245,1.48479282208993,1.7718333547234144,1.8144967064553836,1.6661882388543234,1.7352637552733738,1.3980135381401828,1.2003669343309014,1.2290996849160425,-0.25333792470000005,1
5,2006-02-07,,,,1254.780029296875,1.9522552465802463,1.9388399589568563,2.06976448128404,1.8329983583282743,1.8781917536464443,1.741732401854052,1.5959403665518352,1.803256213626484,1.116574303602698,1.1845121106782208,1.2731548071422445,1.2095914730009605,1.476388050103328,1.7647651230562162,1.8076271271848612,1.658628094231099,1.7280252454099887,1.389204697742671,1.1906377965365,1.21950433477627,0.9209225312273989,-0.22800413223000005,0
6,2006-02-08,,,,1265.6500244140625,1.9408909453104157,2.0729735866019525,1.8341131017020875,1.8797062642086433,1.7420398340143977,1.5949581661977064,1.8041078669297175,1.11135177516869,1.179890539661297,1.2693173427693751,1.205191746483475,1.4743483258991952,1.7652762957439339,1.8085174442753937,1.6582004106700592,1.7282114281852452,1.3863937758136964,1.186070411495099,1.2151922944539215,0.9139693260342205,1.2337247282332657,-0.20520371900700005,1
7,2006-02-09,,,,1263.780029296875,2.067112427092411,1.8271643814716876,1.872965135169824,1.7346718930434044,1.5869205445771792,1.7970225292308728,1.1011122350706894,1.1699630648601143,1.259797039034989,1.1953794711416823,1.4657615530663497,1.758014153197822,1.8014521839163347,1.6504507386491312,1.7207805248074808,1.3774065352603995,1.1761710743989418,1.205425552818402,0.9028310797364252,1.2240423670135725,1.1687835069756305,-0.18468334710630005,0
8,2006-02-10,,,,1266.989990234375,1.8255889375216965,1.8717682477601572,1.7323319717955907,1.5833594154935238,1.7951979541120269,1.0935357591191712,1.1629556610268263,1.2535321391065792,1.1885821412930462,1.4611990097055885,1.755867162514113,1.7996642211808487,1.6474147050831722,1.7183257873639681,1.3721137119989766,1.1692149815687174,1.1987112567545026,0.8936157524098935,1.2174819443295752,1.161766353753614,1.257405571051445,-0.16621501239567005,1
9,2006-02-13,,,,1262.8599853515625,1.8675980398288523,1.7272367700753317,1.5772759581105917,1.7905197933861356,1.084202904571156,1.154083324931776,1.2452606701751814,1.1798798064040308,1.4543051633773962,1.7509280887819683,1.7950156888229691,1.6417561783333212,1.713137671274643,1.3646288907146926,1.1603841686180874,1.190076116494895,0.8829566664833184,1.2089713252485577,1.1528861280198504,1.24915979773237,1.1252920206033894,-0.12117074403644347,0
10,2006-02-14,,,,1275.530029296875,1.73046888124475,1.5786504711803107,1.794535805511445,1.0794696115062756,1.1502156562548096,1.2425224356553173,1.1763316845095468,1.454156409724149,1.754453669612108,1.7990873926100568,1.643929422304698,1.7161951337555372,1.3633692970259466,1.1565945499003394,1.1866542985727662,0.8757304912811267,1.2057835665010515,1.1490036293971173,1.2464698625771586,1.1210677076037658,1.5057768930485496,-0.10905366963279914,1
11,2006-02-15,,,,1280.0,1.5692807504589492,1.7863623926878012,1.06733372787409,1.1384718050519096,1.2312900936271922,1.1647325527752248,1.4440968170881416,1.7460581454723698,1.7909392019702637,1.634921438637068,1.707587603604635,1.3528066163026062,1.1448860467254585,1.1751123686153373,0.8624656068330471,1.1943476395492045,1.1372530618635013,1.2352593948371453,1.109162335835879,1.4960033503754835,1.6324802252168622,-0.09814830266951921,1
12,2006-02-16,,,,1289.3800048828125,1.7739811448312872,1.052672173823346,1.124035856190461,1.2171485059348228,1.150379886470688,1.4306301183305654,1.7335490779209304,1.778572468871043,1.622059915427872,1.6949565317170554,1.339050402508272,1.1304704397999232,1.1607926205510788,0.8471543400959094,1.1800888936530163,1.122813247916031,1.2211303952689758,1.0946334357925467,1.4827012664589676,1.6196109600157873,1.9069089490539541,-0.0883334724025673,1
13,2006-02-17,,,,1287.239990234375,1.0343863401937587,1.1058431948405663,1.1990774122725403,1.1322216198335668,1.412837745830638,1.716152195803378,1.7612343692018615,1.604517473284745,1.6775092632490558,1.3211384637161674,1.1122861794294043,1.1426479487585608,0.8286001827973262,1.1619694150357218,1.1046189903312402,1.2030645003533729,1.076402386701912,1.4649768779449612,1.602065320521416,1.8897384052343267,1.8241068173046793,-0.07950012516231057,0
14,2006-02-21,,,,1283.030029296875,1.086792012584277,1.1798601350065043,1.1131234449078802,1.3932396585394444,1.696013759508222,1.7410156198603126,1.5845779121540462,1.6574396686134971,1.30170373697624,1.0932235191169084,1.12353119952344,0.8100429037672977,1.1428182449708024,1.0855699889723243,1.1838401201646986,1.0574036526931592,1.4452859057677756,1.582130127854875,1.8692907283626798,1.8037760618760084,1.6748918101052976,-0.05216003211899197,0
15,2006-02-22,,,,1292.6700439453125,1.1634224187715398,1.0966592579362722,1.37688657810473,1.6797807727352903,1.7248004828247903,1.5683007249725596,1.6411913816421313,1.2853143493277648,1.0767514389505066,1.1070711407297664,0.7934585015861189,1.1263658362763458,1.0690948730757934,1.1674039825686928,1.0409173647761287,1.4289534691873131,1.5658519697733715,1.8531264709349125,1.7875858184204607,1.6586504454287088,1.953888074184556,-0.046944028907092775,1
16,2006-02-23,,,,1287.7900390625,1.0763468989043101,1.3561233790044047,1.6585302662613228,1.7034775469775476,1.5472295717191284,1.6200029592066085,1.264698475013107,1.0564711083534135,1.0867420306759996,0.7736339431356222,1.106005684203357,1.0488268606448246,1.1469778068094023,1.0206946853617997,1.4081065029485054,1.5447847561677976,1.8315970794957683,1.7661618712051077,1.6374339342061741,1.9321965737545033,1.7829807091811338,-0.0422496260163835,0
17,2006-02-24,,,,1289.4300537109375,1.3370419021220241,1.6389013842673985,1.6837673031752425,1.527802161886316,1.6004438178360114,1.2457824919136926,1.0379320502834082,1.0681481773671662,0.755606865832256,1.0873769605828598,1.0303016398928366,1.1282749170561535,1.0022203883724563,1.3889309282497055,1.5253617718444097,1.811654918730112,1.7463381586924596,1.617843239966856,1.912072311721659,1.7631265518662467,1.8131824911227559,-0.03802466341474515,1
18,2006-02-27,,,,1294.1199951171875,1.6224341175795265,1.6673647171137205,1.5111747298108729,1.5839211090766243,1.2287484882279733,1.0205984005171218,1.050858088461177,0.7378662040129631,1.070114592712628,1.012956989800793,1.1110715094280281,0.9848352551479763,1.3721032934682378,1.508730821598375,1.7954367009213277,1.7300257774506456,1.6013456149580962,1.8959988599186366,1.7468383734895991,1.796966475527624,1.940317549610312,-0.027719979629349214,1
19,2006-02-28,,,,1280.6600341796875,1.6469876774382346,1.490947160403251,1.5636239230374707,1.2087911943143839,1.0008403015065044,1.0310710316169585,0.7183786732882838,1.050309107831515,0.9932062034465524,1.091226829708513,0.9651113806546298,1.3520088122642921,1.4885055909553657,1.7749370992682392,1.7095887725646175,1.5810317540628493,1.875403022565028,1.726385279331289,1.7764654099150068,1.9196793002779717,1.508660653557983,-0.024947981666414296,0
20,2006-03-01,,,,1291.239990234375,1.4821382985767537,1.5552944045678379,1.1981213581813528,0.9887989144759307,1.0192290329345495,0.704474295940751,1.0385939948784377,0.9811144653263312,1.0797815917120086,0.9528343416737282,1.3422835753575055,1.479680625630959,1.7680013078108279,1.7022219728295642,1.572817049845489,1.8691298593147363,1.7191292618276575,1.7695396985097223,1.9136981635134385,1.4999686219941837,1.8251731592231555,-0.022453183499772867,1
21,2006-03-02,,,,1289.1400146484375,1.5438038498267177,1.1843972574818187,0.9737658367892649,1.0043862469532208,0.6876632226605439,1.023872305751763,0.9660333337047048,1.0653174651068487,0.9375763631244661,1.3294609786790261,1.4677172276782542,1.7578408944363972,1.6916502149562107,1.5614360712158268,1.859601843232814,1.7086632319967514,1.7593889053078178,1.9044488508687536,1.4881320929996487,1.8153702643091711,1.7504179935261213,-0.02020786514979558,0
22,2006-03-03,,,,1287.22998046875,1.169067733462648,0.9577563167056226,0.9884755808693072,0.6707300576097696,1.0080245478666903,0.9499988502435724,1.0496035075121608,0.9214500100460766,1.3145997739599264,1.4533023652232808,1.7443626583924168,1.6779582909382176,1.5473237678214289,1.8464521291371305,1.6950262322848961,1.745915666814995,1.8914439194868526,1.473783137274211,1.802077754331019,1.7369157936148822,1.6776476892537018,-0.01818707863481602,0
23,2006-03-06,,,,1278.260009765625,0.9416671563373807,0.9724357400899015,0.6541800783557515,0.9920160928330284,0.9338972353108502,1.0336618072413417,0.9053025601267874,1.2990835235577847,1.43800880097453,1.729536389646225,1.6630254103903137,1.5321811543537,1.831789764405527,1.6801207542113814,1.7310918914142317,1.8768537887967036,1.4585224547784608,1.787344146814802,1.722077568973296,1.6627143100367123,1.3839304541424176,-0.013258380324780881,0
24,2006-03-07,,,,1275.8800048828125,0.9589122286888722,0.6403635967755044,0.9785106061213984,0.9203382472977463,1.0201946574829253,0.8917172492917493,1.2858607077017843,1.4249138727520156,1.7167098270811658,1.6501376211579695,1.5191729164703192,1.8190573311620506,1.6672487020940212,1.718266760765982,1.8641628392309415,1.4454464103954314,1.7745707991678548,1.7092441401925114,1.6498262344210064,1.370785744109654,1.296747851297803,-0.011932542292302794,0
25,2006-03-08,,,,1278.469970703125,0.6274123801097302,0.9656880911718944,0.9074935914384806,1.0073880078488107,0.8788617000297242,1.2731551728954602,1.4122612627993798,1.704168277226904,1.637570733338499,1.5065561823360856,1.8065547356651157,1.6546883269019668,1.70572580349433,1.8516774112858148,1.43280161530663,1.7620512717068324,1.6966997488323683,1.6372592280850138,1.3581125325167192,1.2840464602337784,1.364646545150799,-0.010739288063072516,1
26,2006-03-09,,,,1272.22998046875,0.9522078435491375,0.8939890239765813,0.9939251868775497,0.8653451671244137,1.259803417656062,1.398967640849995,1.6909966450131118,1.624371269601761,1.493301966813177,1.7934258913816432,1.6414960167127954,1.6925548221803386,1.8385674240458394,1.4195165772968132,1.7489038291522225,1.6835249954746532,1.6240596341683156,1.3447962814801133,1.2706992565303041,1.3513330247182358,1.1570625358540851,-0.009665359256765262,0
27,2006-03-10,,,,1281.4200439453125,0.8825325875108114,0.9825529665736652,0.8538645924926821,1.2486552528239407,1.3879367496494495,1.6802118465299158,1.6135303259431009,1.4823505711089169,1.7827274099807082,1.6306695040712276,1.6817713367723774,1.8279069833952417,1.408503002676254,1.7381678290284215,1.6727339006355757,1.6132184278946085,1.333719740098114,1.2595602736169589,1.3402619918469774,1.1458277913246562,1.4321844325532438,-0.008698823331088738,1
28,2006-03-13,,,,1284.1300048828125,0.9680947954281989,0.8395192192391003,1.233963837788892,1.373123251642006,1.6651421636494104,1.5985190907273792,1.467454317529329,1.7675678701917976,1.6156432460286554,1.6667002869679908,1.8127078428213046,1.393671477943382,1.7230473465889455,1.6576707723217787,1.5982074660636632,1.3189537643662868,1.2448593001166235,1.3254902817027703,1.1312265065827887,1.4173321505811418,1.5016988278311045,-0.006341442208363689,1
29,2006-03-14,,,,1297.47998046875,0.8245146266789322,1.218790040229732,1.3578897588369907,1.649783403424362,1.5831889098172875,1.452180359505224,1.7521651723877907,1.6003057193657146,1.651340858354423,1.797285781312828,1.378429170560991,1.7076637467642166,1.642315217101191,1.5828774188312753,1.3037435086587215,1.2296808287284762,1.3102772220238557,1.116096780280291,1.4020796934745525,1.4864101799315175,1.901844188507781,-0.005707297987527321,1
30,2006-03-15,,,,1303.02001953125,1.1969400302497992,1.3353100111241663,1.6256723384049367,1.5594272093779955,1.4291059493311558,1.7275169974394537,1.5764542216074975,1.6272216226956815,1.7724008969649803,1.355741670051134,1.6832490328880525,1.618243331293707,1.5591173525198465,1.2814478201966655,1.2077736840584945,1.2879472567334482,1.0947855143571332,1.3792681188174187,1.463156195047987,1.8764107752643675,2.0479052100232913,-0.005136568188774589,1
31,2006-03-16,,,,1305.3299560546875,1.3101924735313741,1.5985774406834743,1.5327834393151492,1.4033496637637948,1.6997285401574975,1.5496944980206238,1.600116174387257,1.7443067814587905,1.3304849933761367,1.655762039328684,1.591199024923385,1.5324756925743928,1.2566970827662092,1.1835246656377947,1.2631522583040289,1.0713059425236373,1.353851227619431,1.43716802816571,1.8476083551090756,2.017934917090712,2.0889531070338307,-0.00462291136989713,1
32,2006-03-17,,,,1307.25,1.5720174658043415,1.5066005506475444,1.377908600962551,1.6725888363654047,1.5234146867319964,1.5735473805390565,1.716911585679901,1.3054615410247712,1.6288743214454413,1.564681338076416,1.5062945677006014,1.2320965322461626,1.1593434893614398,1.2385147111332593,1.0477679272084885,1.32869385599632,1.411533141632102,1.819621105370212,1.988971472005092,2.059582634261214,2.1182753875839713,-0.004160620232907418,1
33,2006-03-20,,,,1305.0799560546875,1.4786102193630841,1.3509489215396888,1.64326915902552,1.4952896965143314,1.5450208939237873,1.6872369418933664,1.2790820664816624,1.5999047394012715,1.5362258567042215,1.4783066869337893,1.2063046141357516,1.1341342266484304,1.2126713919209593,1.0234522367905858,1.3021283214181174,1.3843041742271922,1.7891238945316448,1.957117989301332,2.02716364978359,2.0853863519833165,2.019582742281203,-0.0030330921497895074,0
34,2006-03-21,,,,1297.22998046875,1.3259009473669008,1.6160837406289523,1.469186303262868,1.518553866386998,1.6597300312719308,1.2545595824204934,1.5730364014403269,1.5098231384388823,1.4523274733697897,1.182314278469357,1.1106716005213733,1.1886345024048615,1.0007989168611866,1.2774373232475,1.359012306601105,1.7608719869840017,1.9276377097101285,1.9971711966470775,2.0549681747177466,1.9896457207052674,1.7533465110421917,-0.0027297829348105567,0
35,2006-03-22,,,,1305.0400390625,1.595454096135056,1.449051860522033,1.4982530020649443,1.6389532520149743,1.235148661684675,1.55255187260136,1.4895517060243073,1.4322498629486147,1.1631469018130576,1.0917457364492957,1.169445819822273,0.9822434414530478,1.257949280013381,1.3392492682718575,1.7397542509705852,1.9059577945346704,1.9752568791209384,2.032859019450559,1.9677567720960123,1.7322541439456591,1.9665592452419347,-0.002456804641329501,1
36,2006-03-23,,,,1301.6700439453125,1.425002366586335,1.4739315734617218,1.6138541732497647,1.212281410547298,1.527930334186795,1.465278369476912,1.4082932336392362,1.1406776043413451,1.0696710731579129,1.1469417082360729,0.9607739972531166,1.2349560098778645,1.3158066531702786,1.7140980451697512,1.8793829818897028,1.9482990504943132,2.005582823843249,1.9408403965545447,1.7066393912299824,1.9396494884303725,1.8391069789991257,-0.0022111241771965513,0
