,Date,text,Compound,concern_ratio,close,Transformed_prev_Close_5,Transformed_prev_Close_4,Transformed_prev_Close_3,Transformed_prev_Close_2,Transformed_prev_Close_1,Transformed_Close,Decayed_Compound
0,2006-01-31,"The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 4-1/2 percent. Although recent economic data have been uneven, the expansion in economic activity appears solid. Core inflation has stayed relatively low in recent months and longer-term inflation expectations remain contained. Nevertheless, possible increases in resource utilization as well as elevated energy prices have the potential to add to inflation pressures. The Committee judges that some further policy firming may be needed to keep the risks to the attainment of both sustainable economic growth and price stability roughly in balance. In any event, the Committee will respond to changes in economic prospects as needed to foster these objectives. Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; Timothy F. Geithner, Vice Chairman; Susan S. Bies; Roger W. Ferguson, Jr.; Jack Guynn; Donald L. Kohn; Jeffrey M. Lacker; Mark W. Olson; Sandra Pianalto; and Janet L. Yellen.",-0.4767,-1.0,1280.0799560546875,1.324199892826902,1.2624944700646343,1.5214927715859994,1.8014407863007584,1.8430499643107947,1.6984060678917507,-0.4767
1,2006-02-01,,,,1282.4599609375,1.249296842612587,1.5095988804653944,1.7909560874240982,1.8327747162173036,1.6874027165567511,1.7551105562495868,-0.2788516240937752
2,2006-02-02,,,,1270.8399658203125,1.4958862229611212,1.778319756050491,1.8202983611364856,1.6743702439213373,1.7423370985436288,1.4104997462150368,-0.17593578647248623
3,2006-02-03,,,,1264.030029296875,1.769946559785006,1.812127358880556,1.665496364781667,1.7337905883297435,1.4003549093142555,1.2049438281696407,-0.1394258120468876
4,2006-02-06,,,,1265.02001953125,1.8144967064553836,1.6661882388543234,1.7352637552733738,1.3980135381401828,1.2003669343309014,1.2290996849160425,-0.09932895263894724
5,2006-02-07,,,,1254.780029296875,1.658628094231099,1.7280252454099887,1.389204697742671,1.1906377965365,1.21950433477627,0.9209225312273989,-0.09295054136459173
6,2006-02-08,,,,1265.6500244140625,1.7282114281852452,1.3863937758136964,1.186070411495099,1.2151922944539215,0.9139693260342205,1.2337247282332657,-0.08796789323624311
7,2006-02-09,,,,1263.780029296875,1.3774065352603995,1.1761710743989418,1.205425552818402,0.9028310797364252,1.2240423670135725,1.1687835069756305,-0.08394270319184324
8,2006-02-10,,,,1266.989990234375,1.1692149815687174,1.1987112567545026,0.8936157524098935,1.2174819443295752,1.161766353753614,1.257405571051445,-0.08060619628712806
9,2006-02-13,,,,1262.8599853515625,1.190076116494895,0.8829566664833184,1.2089713252485577,1.1528861280198504,1.24915979773237,1.1252920206033894,-0.07324024941259633
10,2006-02-14,,,,1275.530029296875,0.8757304912811267,1.2057835665010515,1.1490036293971173,1.2464698625771586,1.1210677076037658,1.5057768930485496,-0.07137431091805184
11,2006-02-15,,,,1280.0,1.1943476395492045,1.1372530618635013,1.2352593948371453,1.109162335835879,1.4960033503754835,1.6324802252168622,-0.0697129060234438
12,2006-02-16,,,,1289.3800048828125,1.122813247916031,1.2211303952689758,1.0946334357925467,1.4827012664589676,1.6196109600157873,1.9069089490539541,-0.06822120100508987
13,2006-02-17,,,,1287.239990234375,1.2030645003533729,1.076402386701912,1.4649768779449612,1.602065320521416,1.8897384052343267,1.8241068173046793,-0.06687209578045761
14,2006-02-21,,,,1283.030029296875,1.0574036526931592,1.4452859057677756,1.582130127854875,1.8692907283626798,1.8037760618760084,1.6748918101052976,-0.06253075457606994
15,2006-02-22,,,,1292.6700439453125,1.4289534691873131,1.5658519697733715,1.8531264709349125,1.7875858184204607,1.6586504454287088,1.953888074184556,-0.06164425883907594
16,2006-02-23,,,,1287.7900390625,1.5447847561677976,1.8315970794957683,1.7661618712051077,1.6374339342061741,1.9321965737545033,1.7829807091811338,-0.060818736041988425
17,2006-02-24,,,,1289.4300537109375,1.811654918730112,1.7463381586924596,1.617843239966856,1.912072311721659,1.7631265518662467,1.8131824911227559,-0.06004742883894137
18,2006-02-27,,,,1294.1199951171875,1.7300257774506456,1.6013456149580962,1.8959988599186366,1.7468383734895991,1.796966475527624,1.940317549610312,-0.05800520839730789
19,2006-02-28,,,,1280.6600341796875,1.5810317540628493,1.875403022565028,1.726385279331289,1.7764654099150068,1.9196793002779717,1.508660653557983,-0.057400723546151375
20,2006-03-01,,,,1291.239990234375,1.8691298593147363,1.7191292618276575,1.7695396985097223,1.9136981635134385,1.4999686219941837,1.8251731592231555,-0.056828579863455034
21,2006-03-02,,,,1289.1400146484375,1.7086632319967514,1.7593889053078178,1.9044488508687536,1.4881320929996487,1.8153702643091711,1.7504179935261213,-0.05628594561526358
22,2006-03-03,,,,1287.22998046875,1.745915666814995,1.8914439194868526,1.473783137274211,1.802077754331019,1.7369157936148822,1.6776476892537018,-0.05577032481875503
23,2006-03-06,,,,1278.260009765625,1.8768537887967036,1.4585224547784608,1.787344146814802,1.722077568973296,1.6627143100367123,1.3839304541424176,-0.05436463988681618
24,2006-03-07,,,,1275.8800048828125,1.4454464103954314,1.7745707991678548,1.7092441401925114,1.6498262344210064,1.370785744109654,1.296747851297803,-0.05393726679129403
25,2006-03-08,,,,1278.469970703125,1.7620512717068324,1.6966997488323683,1.6372592280850138,1.3581125325167192,1.2840464602337784,1.364646545150799,-0.05352800083279154
